Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	independent continuant	IAO:0000602	(iff (IndependentContinuant a) (and (Continuant a) (not (exists (b t) (specificallyDependsOnAt a b t))))) // axiom label in BFO2 CLIF: [017-002] 
WARN	annotation_whitespace	process	IAO:0000602	(iff (Process a) (and (Occurrent a) (exists (b) (properTemporalPartOf b a)) (exists (c t) (and (MaterialEntity c) (specificallyDependsOnAt a c t))))) // axiom label in BFO2 CLIF: [083-003] 
WARN	annotation_whitespace	disposition	IAO:0000602	(forall (x t) (if (and (RealizableEntity x) (existsAt x t)) (exists (y) (and (MaterialEntity y) (specificallyDepends x y t))))) // axiom label in BFO2 CLIF: [063-002] 
WARN	annotation_whitespace	disposition	IAO:0000602	(forall (x) (if (Disposition x) (and (RealizableEntity x) (exists (y) (and (MaterialEntity y) (bearerOfAt x y t)))))) // axiom label in BFO2 CLIF: [062-002] 
WARN	annotation_whitespace	realizable entity	IAO:0000602	(forall (x t) (if (RealizableEntity x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (bearerOfAt y x t))))) // axiom label in BFO2 CLIF: [060-002] 
WARN	annotation_whitespace	realizable entity	IAO:0000602	(forall (x) (if (RealizableEntity x) (and (SpecificallyDependentContinuant x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (inheresIn x y)))))) // axiom label in BFO2 CLIF: [058-002] 
WARN	annotation_whitespace	quality	IAO:0000602	(forall (x) (if (Quality x) (SpecificallyDependentContinuant x))) // axiom label in BFO2 CLIF: [055-001] 
WARN	annotation_whitespace	quality	IAO:0000602	(forall (x) (if (exists (t) (and (existsAt x t) (Quality x))) (forall (t_1) (if (existsAt x t_1) (Quality x))))) // axiom label in BFO2 CLIF: [105-001] 
WARN	annotation_whitespace	specifically dependent continuant	IAO:0000602	(iff (RelationalSpecificallyDependentContinuant a) (and (SpecificallyDependentContinuant a) (forall (t) (exists (b c) (and (not (SpatialRegion b)) (not (SpatialRegion c)) (not (= b c)) (not (exists (d) (and (continuantPartOfAt d b t) (continuantPartOfAt d c t)))) (specificallyDependsOnAt a b t) (specificallyDependsOnAt a c t)))))) // axiom label in BFO2 CLIF: [131-004] 
WARN	annotation_whitespace	specifically dependent continuant	IAO:0000602	(iff (SpecificallyDependentContinuant a) (and (Continuant a) (forall (t) (if (existsAt a t) (exists (b) (and (IndependentContinuant b) (not (SpatialRegion b)) (specificallyDependsOnAt a b t))))))) // axiom label in BFO2 CLIF: [050-003] 
WARN	annotation_whitespace	role	IAO:0000602	(forall (x) (if (Role x) (RealizableEntity x))) // axiom label in BFO2 CLIF: [061-001] 
WARN	annotation_whitespace	object aggregate	editor note	An entity a is an object aggregate if and only if there is a mutually exhaustive and pairwise disjoint partition of a into objects 
WARN	annotation_whitespace	object aggregate	IAO:0000602	(forall (x) (if (ObjectAggregate x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y z) (and (Object y) (Object z) (memberPartOfAt y x t) (memberPartOfAt z x t) (not (= y z)))))) (not (exists (w t_1) (and (memberPartOfAt w x t_1) (not (Object w)))))))) // axiom label in BFO2 CLIF: [025-004] 
WARN	annotation_whitespace	generically dependent continuant	IAO:0000602	(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] 
WARN	annotation_whitespace	function	IAO:0000602	(forall (x) (if (Function x) (Disposition x))) // axiom label in BFO2 CLIF: [064-001] 
WARN	annotation_whitespace	material entity	IAO:0000602	(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] 
WARN	annotation_whitespace	material entity	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] 
WARN	annotation_whitespace	material entity	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] 
WARN	annotation_whitespace	datum label	IAO:0000232	"9/22/11 BP: changed the rdfs:label for this class from 'label' to 'datum label' to convey that this class is not intended to cover all kinds of labels (stickers, radiolabels, etc.), and not even all kind of textual labels, but rather the kind of labels occuring in a datum. 
"
WARN	annotation_whitespace	textual definition	editor note	"2012-04-05: 
Barry Smith

The official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions'  is terrible.

Can you fix to something like:

A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.

Alan Ruttenberg

Your proposed definition is a reasonable candidate, except that it is very common that necessary and sufficient conditions are not given. Mostly they are necessary, occasionally they are necessary and sufficient or just sufficient. Often they use terms that are not themselves defined and so they effectively can't be evaluated by those criteria. 

On the specifics of the proposed definition:

We don't have definitions of 'meaning' or 'expression' or 'property'. For 'reference' in the intended sense I think we use the term 'denotation'. For 'expression', I think we you mean symbol, or identifier. For 'meaning' it differs for class and property. For class we want documentation that let's the intended reader determine whether an entity is instance of the class, or not. For property we want documentation that let's the intended reader determine, given a pair of potential relata, whether the assertion that the relation holds is true. The 'intended reader' part suggests that we also specify who, we expect, would be able to understand the definition, and also generalizes over human and computer reader to include textual and logical definition. 

Personally, I am more comfortable weakening definition to documentation, with instructions as to what is desirable. 

We also have the outstanding issue of how to aim different definitions to different audiences. A clinical audience reading chebi wants a different sort of definition documentation/definition from a chemistry trained audience, and similarly there is a need for a definition that is adequate for an ontologist to work with.  @en"
WARN	annotation_whitespace	categorical label	example of usage	The labels 'positive' vs. 'negative', or 'left handed', 'right handed', 'ambidexterous', or 'strongly binding', 'weakly binding' , 'not binding', or '+++', '++', '+', '-' etc. form scales of categorical labels. 
WARN	annotation_whitespace	questionnaire	editor note	"JT: It plays a role in collecting data that could be fleshed out more; but I'm thinking it is, in itself, an edited document. 
JZ: based on textual definition of edited document, it can be defined as N&S. I prefer to leave questionnaire as a document now. We can add more restrictions in the future and use that to determine it is an edited document or not. @en"
WARN	annotation_whitespace	Edingburgh handedness inventory	textual definition	The Edinburgh Handedness Inventory is a set of questions used to assess the dominance of a person's right or left hand in everyday activities. @en
WARN	annotation_whitespace	histologic grade for ovarian tumor according to a two-tier grading system	textual definition	A histologic grade for ovarian tumor that is from a two-tier histological classification of tumors. 
WARN	annotation_whitespace	Stage 0 (AJCC 7th)	textual definition	A clinical tumor stage group according to AJCC 7th edition indicating a carcinoma in situ (or melanoma in situ for melanoma of the skin or germ cell neoplasia in situ for testicular germ cell tumors) and generally is considered to have no metastatic potential. 
WARN	annotation_whitespace	Stage IIA (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion. 
WARN	annotation_whitespace	Stage IIA1 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion <4.0 cm in greatest dimension. 
WARN	annotation_whitespace	Stage IIA2 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion >4.0 cm in greatest dimension. 
WARN	annotation_whitespace	Stage IIB (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina with obvious parametrial invasion. 
WARN	annotation_whitespace	domain entity does not exist	editor note	This obsolesence reason should be used conservatively. For example: Obsoleting class that describes a breed of cow based on a record in an existing database, that was later retracted as faulty (breed does not exist). Do not use this term to obsolete a historic concept (that was once valid, but not anymore). @en
WARN	annotation_whitespace	is-aggregate-of	rdfs:comment	"We anticipate BFO 2.0 including and defining this relation.  When it does, we will obsolete this property and declare it equivalent to the BFO 2.0 relation.
@en"
WARN	annotation_whitespace	aggregate of organizations	rdfs:comment	It is often convenient to group organizations together that otherwise might not even interact with one another. @en
WARN	annotation_whitespace	radiation response modifier	textual definition	Radiation response modifiers are agents that alter tumor or normal tissue response to radiation, such as radiation sensitizers and radiation protectors. 
WARN	annotation_whitespace	Iron-56 nucleus	textual definition	An atomic nucleus with 26 protons and 30 neutrons 
WARN	annotation_whitespace	Iron-56 nucleus	alternative label	Fe-56 ion;Fe-56 nucleus;Fe-56 
WARN	annotation_whitespace	Silicon-28 nucleus	textual definition	An atomic nucleus with 14 protons and 14 neutrons 
WARN	annotation_whitespace	Silicon-28 nucleus	alternative label	Si-28 ion;Si-28 nucleus;Si-28 
WARN	annotation_whitespace	Carbon-12 nucleus	textual definition	An atomic nucleus with 6 protons and 6 neutrons 
WARN	annotation_whitespace	Carbon-12 nucleus	alternative label	C-12 ion;C-12 nucleus;C-12 
WARN	annotation_whitespace	Helium-4 nucleus	textual definition	An atomic nucleus with 2 protons and 2 neutrons 
WARN	annotation_whitespace	Helium-4 nucleus	alternative label	He-4 ion;He-4 nucleus;He-4 
WARN	annotation_whitespace	Neon-20 nucleus	textual definition	An atomic nucleus with 10 protons and 10 neutrons 
WARN	annotation_whitespace	Neon-20 nucleus	alternative label	Ne-20 ion;Ne-20 nucleus;Ne-20 
WARN	annotation_whitespace	Niobium-93 nucleus	textual definition	An atomic nucleus with 41 protons and 52 neutrons 
WARN	annotation_whitespace	Niobium-93 nucleus	alternative label	Nb-93 ion;Nb-93 nucleus;Nb-93 
WARN	annotation_whitespace	Silver-107 nucleus	textual definition	An atomic nucleus with 47 protons and 60 neutrons 
WARN	annotation_whitespace	Silver-107 nucleus	alternative label	Ag-107 ion;Ag-107 nucleus;Ag-107 
WARN	annotation_whitespace	Xenon-129 nucleus	textual definition	An atomic nucleus with 54 protons and 75 neutrons 
WARN	annotation_whitespace	Xenon-129 nucleus	alternative label	Xe-129 ion;Xe-129 nucleus;Xe-129 
WARN	annotation_whitespace	Tantalum-181 nucleus	textual definition	An atomic nucleus with 73 protons and 108 neutrons 
WARN	annotation_whitespace	Tantalum-181 nucleus	alternative label	Ta-181 ion;Ta-181 nucleus;Ta-181 
WARN	annotation_whitespace	Gold-197 nucleus	textual definition	An atomic nucleus with 79 protons and 118 neutrons 
WARN	annotation_whitespace	Gold-197 nucleus	alternative label	Au-197 ion;Au-197 nucleus;Au-197 
WARN	annotation_whitespace	Nitrogen-14 nucleus	textual definition	An atomic nucleus with 7 protons and 7 neutrons 
WARN	annotation_whitespace	Nitrogen-14 nucleus	alternative label	N-14 ion;N-14 nucleus;N-14 
WARN	annotation_whitespace	Oxygen-16 nucleus	textual definition	An atomic nucleus with 8 protons and 8 neutrons 
WARN	annotation_whitespace	Oxygen-16 nucleus	alternative label	O-16 ion;O-16 nucleus;O-16 
WARN	annotation_whitespace	Argon-40 nucleus	textual definition	An atomic nucleus with 18 protons and 22 neutrons 
WARN	annotation_whitespace	Argon-40 nucleus	alternative label	Ar-40  ion;Ar-40  nucleus;Ar-40  
WARN	annotation_whitespace	Titanium-48 nucleus	textual definition	An atomic nucleus with 22 protons and 26 neutrons 
WARN	annotation_whitespace	Titanium-48 nucleus	alternative label	Ti-48  ion;Ti-48  nucleus;Ti-48  
WARN	annotation_whitespace	Krypton-84 nucleus	textual definition	An atomic nucleus with 36 protons and 48 neutrons 
WARN	annotation_whitespace	Krypton-84 nucleus	alternative label	Kr-84 ion;Kr-84 nucleus;Kr-84 
WARN	annotation_whitespace	Faxitron CP160	textual definition	A specific instance of Faxitron CP160 x-ray source. 
WARN	annotation_whitespace	Faxitron CP160	definition source	 doi: 10.2349/biij.2.1.e1
WARN	annotation_whitespace	X-Rad320	textual definition	A specific instance of an X-Rad320 x-ray source. 
WARN	annotation_whitespace	external radiation exposure	example of usage	 Mice exposed to external radiation from a Sr source.
WARN	annotation_whitespace	internal experimental radiation exposure	rdfs:comment	 Research subjects participating in a clinical trial using an internally implanted radiation source have an internal experimental radiation exposure
WARN	annotation_whitespace	ends during	rdfs:comment	X ends_during Y iff: ((start(Y) before_or_simultaneous_with end(X)) AND end(X) before_or_simultaneous_with end(Y). @en
WARN	annotation_whitespace	spatially disjoint from	editor note	There are two ways to encode this as a shortcut relation. The other possibility to use an annotation assertion between two classes, and expand this to a disjointness axiom. @en
WARN	annotation_whitespace	capable of	textual definition	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 
WARN	annotation_whitespace	operates	textual definition	Operated  by is the role of a a device in that an agent uses or controls. 
WARN	annotation_whitespace	operated by	textual definition	Operates is the role of a person which controls or uses a device in an agent role. 
WARN	annotation_whitespace	nasa center	textual definition	A federally funded facility where NASA activities are undertaken.  
WARN	annotation_whitespace	LSDA document	editor note	" \""By this definition no binary files are documents (we assume they become dataset files in NGLSDA)\"""
WARN	annotation_whitespace	dataset catalog id	textual definition	 This alphanumeric string is generated at data acquisition, and is used to uniquely identify the dataset.
WARN	annotation_whitespace	subject id	textual definition	ALSDA subject ID: Unique numeric identifier of  a group to which the subject belongs. Examples of subject  groups (Flight/Ground Control/Basal) 
WARN	annotation_whitespace	dataset availability	oboInOwl:hasSynonym	 Available; Availability
WARN	annotation_whitespace	biospecimen center	textual definition	NASA center of the biospecimen 
WARN	annotation_whitespace	processing level	textual definition	 An indicator of the extent to which data have been cleaned, normalized, enriched, abstracted, summarized, and/or integrated, defined in comparison to the initial format of the data and using the framework accepted by the relevant discipline or organization.
WARN	annotation_whitespace	document availability	textual definition	Access restrictions for ordering/receiving the archived document. 
WARN	annotation_whitespace	center	textual definition	Duty center of the NASA representative 
WARN	annotation_whitespace	Aquarius	textual definition	An underwater habitat and research laboratory deployed on the ocean floor at a depth of 62 feet/19 meters and located 3.5 miles/6.5 km from Key Largo, FL.  The installation consists of a surface-level life support buoy, the 45ft/14m x 9.8ft/3m habitat with living quarters, life-support systems, and laboratory space, and two underwater waystations supplying air for aquanauts on extended dives outside the habitat.  The habitat includes a wet entry porch, a pressurizable main cabin, and a sealable entry lock connecting the two pressure zones.  Saturation diving allows crews of up to six people to conduct extended missions while living in the habitat.  Aquarius enables spaceflight analog studies approximating extreme space environments, extravehicular activity, and isolation and confinement of crew.  
WARN	annotation_whitespace	HERA	textual definition	The HERA facility is located at the Johnson Space Center in Houston, Texas and consists of a unique three-story closed habitat that is designed to serve as an analog for isolation, confinement, and remote conditions in exploration scenarios. Subjects� emotional and mental states in a short-duration, isolated, and confined environment are captured to advance understanding of behavioral risks associated with this type of spaceflight analog. The two areas of study are behavioral health and biochemistry, which monitor subjects� psychological health and cortisol levels, respectively. 
WARN	annotation_whitespace	siemens	has exact synonym	mho 
WARN	annotation_whitespace	electric field strength unit	has exact synonym	E-field strength 
WARN	annotation_whitespace	Relation	Description	"
         Recommended best practice is to reference the resource by means
         of a string or number conforming to a formal identification
         system.
    @en-us"
WARN	annotation_whitespace	Rights Management	Description	"
          Typically, a Rights element will contain a rights 
          management statement for the resource, or reference 
          a service providing such information. Rights information 
          often encompasses Intellectual Property Rights (IPR), 
          Copyright, and various Property Rights. 
          If the Rights element is absent, no assumptions can be made 
          about the status of these and other rights with respect to 
          the resource.
    @en-us"
WARN	annotation_whitespace	Title	Description	"
        Typically, a Title will be a name by which the resource is
         formally known.
    @en-us"
WARN	annotation_whitespace	DCMI Type Vocabulary	Description	"
            The DCMI Type Vocabulary provides a general, cross-domain list of
            approved terms that may be used as values for the Resource Type
            element to identify the genre of a resource.
     "
WARN	annotation_whitespace	Date Encoding Schemes	rdfs:comment	A set of date encoding schemes and/or formats @en-us
WARN	annotation_whitespace	Access Rights	Description	"Access Rights may include information
            regarding access or restrictions based on privacy, 
            security or other regulations.
            @en-us"
WARN	annotation_whitespace	Access Rights	rdfs:comment	"Information about who can access the
            resource or an indication of its security status.
            @en-us"
WARN	annotation_whitespace	Bibliographic Citation	Description	"Recommended practice is to include sufficient 
            bibliographic detail to identify the resource as 
            unambiguously as possible, whether or not the
            citation is in a standard form.
            @en-us"
WARN	annotation_whitespace	Bibliographic Citation	rdfs:comment	"A bibliographic reference for the resource.
            @en-us"
WARN	annotation_whitespace	Organization	rdfs:comment	"An object representing an organization.  An organization is a single entity, and might represent a business or government, a department or division within a business or government, a club, an association, or the like.
@en"
WARN	annotation_whitespace	has logo	rdfs:comment	To specify a graphic image of a logo associated with the object @en
WARN	annotation_whitespace	accelerationTime	rdfs:comment	"The time needed to accelerate the vehicle from a given start velocity to a given target velocity.<br/><br/>

Typical unit code(s): SEC for seconds<br/><br/>

<ul>
<li>Note: There are unfortunately no standard unit codes for seconds/0..100 km/h or seconds/0..60 mph. Simply use \""SEC\"" for seconds and indicate the velocities in the <a class=\""localLink\"" href=\""https://schema.org/name\"">name</a> of the <a class=\""localLink\"" href=\""https://schema.org/QuantitativeValue\"">QuantitativeValue</a>, or use <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a> with a <a class=\""localLink\"" href=\""https://schema.org/QuantitativeValue\"">QuantitativeValue</a> of 0..60 mph or 0..100 km/h to specify the reference speeds.</li>
</ul>
@en"
WARN	annotation_whitespace	fuelConsumption	rdfs:comment	"The amount of fuel consumed for traveling a particular distance or temporal duration with the given vehicle (e.g. liters per 100 km).<br/><br/>

<ul>
<li>Note 1: There are unfortunately no standard unit codes for liters per 100 km.  Use <a class=\""localLink\"" href=\""https://schema.org/unitText\"">unitText</a> to indicate the unit of measurement, e.g. L/100 km.</li>
<li>Note 2: There are two ways of indicating the fuel consumption, <a class=\""localLink\"" href=\""https://schema.org/fuelConsumption\"">fuelConsumption</a> (e.g. 8 liters per 100 km) and <a class=\""localLink\"" href=\""https://schema.org/fuelEfficiency\"">fuelEfficiency</a> (e.g. 30 miles per gallon). They are reciprocal.</li>
<li>Note 3: Often, the absolute value is useful only when related to driving speed (\""at 80 km/h\"") or usage pattern (\""city traffic\""). You can use <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a> to link the value for the fuel consumption to another value.</li>
</ul>
@en"
WARN	annotation_whitespace	fuelEfficiency	rdfs:comment	"The distance traveled per unit of fuel used; most commonly miles per gallon (mpg) or kilometers per liter (km/L).<br/><br/>

<ul>
<li>Note 1: There are unfortunately no standard unit codes for miles per gallon or kilometers per liter. Use <a class=\""localLink\"" href=\""https://schema.org/unitText\"">unitText</a> to indicate the unit of measurement, e.g. mpg or km/L.</li>
<li>Note 2: There are two ways of indicating the fuel consumption, <a class=\""localLink\"" href=\""https://schema.org/fuelConsumption\"">fuelConsumption</a> (e.g. 8 liters per 100 km) and <a class=\""localLink\"" href=\""https://schema.org/fuelEfficiency\"">fuelEfficiency</a> (e.g. 30 miles per gallon). They are reciprocal.</li>
<li>Note 3: Often, the absolute value is useful only when related to driving speed (\""at 80 km/h\"") or usage pattern (\""city traffic\""). You can use <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a> to link the value for the fuel economy to another value.</li>
</ul>
@en"
WARN	annotation_whitespace	payload	rdfs:comment	"The permitted weight of passengers and cargo, EXCLUDING the weight of the empty vehicle.<br/><br/>

Typical unit code(s): KGM for kilogram, LBR for pound<br/><br/>

<ul>
<li>Note 1: Many databases specify the permitted TOTAL weight instead, which is the sum of <a class=\""localLink\"" href=\""https://schema.org/weight\"">weight</a> and <a class=\""localLink\"" href=\""https://schema.org/payload\"">payload</a></li>
<li>Note 2: You can indicate additional information in the <a class=\""localLink\"" href=\""https://schema.org/name\"">name</a> of the <a class=\""localLink\"" href=\""https://schema.org/QuantitativeValue\"">QuantitativeValue</a> node.</li>
<li>Note 3: You may also link to a <a class=\""localLink\"" href=\""https://schema.org/QualitativeValue\"">QualitativeValue</a> node that provides additional information using <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a>.</li>
<li>Note 4: Note that you can use <a class=\""localLink\"" href=\""https://schema.org/minValue\"">minValue</a> and <a class=\""localLink\"" href=\""https://schema.org/maxValue\"">maxValue</a> to indicate ranges.</li>
</ul>
@en"
WARN	annotation_whitespace	roofLoad	rdfs:comment	"The permitted total weight of cargo and installations (e.g. a roof rack) on top of the vehicle.<br/><br/>

Typical unit code(s): KGM for kilogram, LBR for pound<br/><br/>

<ul>
<li>Note 1: You can indicate additional information in the <a class=\""localLink\"" href=\""https://schema.org/name\"">name</a> of the <a class=\""localLink\"" href=\""https://schema.org/QuantitativeValue\"">QuantitativeValue</a> node.</li>
<li>Note 2: You may also link to a <a class=\""localLink\"" href=\""https://schema.org/QualitativeValue\"">QualitativeValue</a> node that provides additional information using <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a></li>
<li>Note 3: Note that you can use <a class=\""localLink\"" href=\""https://schema.org/minValue\"">minValue</a> and <a class=\""localLink\"" href=\""https://schema.org/maxValue\"">maxValue</a> to indicate ranges.</li>
</ul>
@en"
WARN	annotation_whitespace	tongueWeight	rdfs:comment	"The permitted vertical load (TWR) of a trailer attached to the vehicle. Also referred to as Tongue Load Rating (TLR) or Vertical Load Rating (VLR).<br/><br/>

Typical unit code(s): KGM for kilogram, LBR for pound<br/><br/>

<ul>
<li>Note 1: You can indicate additional information in the <a class=\""localLink\"" href=\""https://schema.org/name\"">name</a> of the <a class=\""localLink\"" href=\""https://schema.org/QuantitativeValue\"">QuantitativeValue</a> node.</li>
<li>Note 2: You may also link to a <a class=\""localLink\"" href=\""https://schema.org/QualitativeValue\"">QualitativeValue</a> node that provides additional information using <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a>.</li>
<li>Note 3: Note that you can use <a class=\""localLink\"" href=\""https://schema.org/minValue\"">minValue</a> and <a class=\""localLink\"" href=\""https://schema.org/maxValue\"">maxValue</a> to indicate ranges.</li>
</ul>
@en"
WARN	annotation_whitespace	weightTotal	rdfs:comment	"The permitted total weight of the loaded vehicle, including passengers and cargo and the weight of the empty vehicle.<br/><br/>

Typical unit code(s): KGM for kilogram, LBR for pound<br/><br/>

<ul>
<li>Note 1: You can indicate additional information in the <a class=\""localLink\"" href=\""https://schema.org/name\"">name</a> of the <a class=\""localLink\"" href=\""https://schema.org/QuantitativeValue\"">QuantitativeValue</a> node.</li>
<li>Note 2: You may also link to a <a class=\""localLink\"" href=\""https://schema.org/QualitativeValue\"">QualitativeValue</a> node that provides additional information using <a class=\""localLink\"" href=\""https://schema.org/valueReference\"">valueReference</a>.</li>
<li>Note 3: Note that you can use <a class=\""localLink\"" href=\""https://schema.org/minValue\"">minValue</a> and <a class=\""localLink\"" href=\""https://schema.org/maxValue\"">maxValue</a> to indicate ranges.</li>
</ul>
@en"
WARN	annotation_whitespace	Act of Thanking	https://www.commoncoreontologies.org/ont00001754	http://www.merriam-webster.com/dictionary/thanks
WARN	annotation_whitespace	Measurement Unit of Force	skos:example	newton, dyne, pound force 
WARN	annotation_whitespace	Vulnerability	Bibliographic Citation	Vulnerability | Definition of Vulnerability by Oxford Dictionary on Lexico.Com Also Meaning of Vulnerability. https://web.archive.org/web/20210118111731/https://www.lexico.com/en/definition/vulnerability. Accessed 19 Dec. 2022. 
WARN	annotation_whitespace	Damaged Stasis	skos:scopeNote	This class can be used to instantiate instances that might otherwise be treated by defined classes such as Damaged Vehicle or Wounded Person. The Independent Continuant and Quality or Realizable Entity are participants of the stasis which can in turn be related to the temporal interval via the occurs on property. @en
WARN	annotation_whitespace	is successor of	skos:definition	A continuant c2 is a successor of some continuant c1 iff there is some process p1 and c1 is an input to p1 and c2 is an output of p1. Inverse of is predecessor. @en
WARN	annotation_whitespace	is subsidiary of	skos:definition	An Organization o2 is_subsidiary_of Organization o1 iff o1 controls o2 by having the capacity to determine the outcome of decisions about o2's financial and operating policies. @en
WARN	annotation_whitespace	is interest of	skos:definition	The inverse of has_interest_in. 
WARN	duplicate_exact_synonym	micrometer	alternative label	
WARN	duplicate_exact_synonym	micromolar	alternative label	
WARN	duplicate_exact_synonym	micrometer	has exact synonym	
WARN	duplicate_exact_synonym	micromolar	has exact synonym	
WARN	duplicate_exact_synonym	micromolal	has exact synonym	
WARN	duplicate_exact_synonym	enzyme unit	has exact synonym	
WARN	duplicate_exact_synonym	dalton	has exact synonym	
WARN	duplicate_exact_synonym	tesla	has exact synonym	
WARN	duplicate_exact_synonym	ton	has exact synonym	
WARN	duplicate_exact_synonym	Stage IVB (AJCC 7th)	alternative label	
WARN	duplicate_exact_synonym	Stage IVB (FIGO)	alternative label	
WARN	duplicate_exact_synonym	Stage IVA (AJCC 7th)	alternative label	
WARN	duplicate_exact_synonym	Stage IVA (FIGO)	alternative label	
WARN	duplicate_exact_synonym	Stage IIIB (AJCC 7th)	alternative label	
WARN	duplicate_exact_synonym	Stage IIIB (FIGO)	alternative label	
WARN	duplicate_exact_synonym	Stage IIIA (AJCC 7th)	alternative label	
WARN	duplicate_exact_synonym	Stage IIIA (FIGO)	alternative label	
WARN	duplicate_exact_synonym	Stage IIB (AJCC 7th)	alternative label	
WARN	duplicate_exact_synonym	Stage IIB (FIGO)	alternative label	
WARN	duplicate_exact_synonym	Stage IIA (AJCC 7th)	alternative label	
WARN	duplicate_exact_synonym	Stage IIA (FIGO)	alternative label	
WARN	duplicate_exact_synonym	pathologic lymph node stage for colon and rectum according to AJCC 7th edition	alternative label	
WARN	duplicate_exact_synonym	pathologic lymph node stage for lung according to AJCC 7th edition	alternative label	
WARN	duplicate_exact_synonym	picometer	has exact synonym	
WARN	duplicate_exact_synonym	picomolar	has exact synonym	
WARN	duplicate_exact_synonym	picomolal	has exact synonym	
WARN	duplicate_exact_synonym	mass volume percentage	alternative label	
WARN	duplicate_exact_synonym	volume percentage	alternative label	
WARN	duplicate_exact_synonym	pascal	has exact synonym	
WARN	duplicate_exact_synonym	picoampere	has exact synonym	
WARN	duplicate_exact_synonym	nanometer	alternative label	
WARN	duplicate_exact_synonym	nanomolar	alternative label	
WARN	duplicate_exact_synonym	nanometer	has exact synonym	
WARN	duplicate_exact_synonym	nanomolar	has exact synonym	
WARN	duplicate_exact_synonym	nanomolal	has exact synonym	
WARN	duplicate_exact_synonym	normal	has exact synonym	
WARN	duplicate_exact_synonym	newton	has exact synonym	
WARN	duplicate_exact_synonym	nano	has exact synonym	
WARN	duplicate_exact_synonym	pico	has exact synonym	
WARN	duplicate_exact_synonym	millivolt	has exact synonym	
WARN	duplicate_exact_synonym	megavolt	has exact synonym	
WARN	duplicate_exact_synonym	millimeter	alternative label	
WARN	duplicate_exact_synonym	millimolar	alternative label	
WARN	duplicate_exact_synonym	millimeter	has exact synonym	
WARN	duplicate_exact_synonym	millimolar	has exact synonym	
WARN	duplicate_exact_synonym	millimolal	has exact synonym	
WARN	duplicate_exact_synonym	megabyte	has exact synonym	
WARN	duplicate_exact_synonym	mega base pair	has exact synonym	
WARN	duplicate_exact_synonym	meter	alternative label	
WARN	duplicate_exact_synonym	molar	alternative label	
WARN	duplicate_exact_synonym	meter	has exact synonym	
WARN	duplicate_exact_synonym	molar	has exact synonym	
WARN	duplicate_exact_synonym	molal	has exact synonym	
WARN	duplicate_exact_synonym	mega	has exact synonym	
WARN	duplicate_exact_synonym	milli	has exact synonym	
WARN	duplicate_exact_synonym	kelvin	has exact synonym	
WARN	duplicate_exact_synonym	kilo	has exact synonym	
WARN	duplicate_exact_synonym	G4: Undifferentiated	alternative label	
WARN	duplicate_exact_synonym	G4 (WHO)	alternative label	
WARN	duplicate_exact_synonym	G3: Poorly differentiated	alternative label	
WARN	duplicate_exact_synonym	G3 (WHO)	alternative label	
WARN	duplicate_exact_synonym	G2: Moderately differentiated	alternative label	
WARN	duplicate_exact_synonym	G2 (WHO)	alternative label	
WARN	duplicate_exact_synonym	G1: Well differentiated	alternative label	
